iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,bal_trg,bal_val,bal_tst,elapsed
0,0.175088455625,0.172302480149,0.176636583706,0.503358256241,0.511403953371,0.502433090024,0.162069702801,0.176068376068,0.16473791695,0.424540985036,0.440435192829,0.426611128418,0.076582656
10,0.173322204803,0.170874397515,0.174789293999,0.507793689013,0.512417638115,0.506488240065,0.164012053379,0.1735395189,0.17154526889,0.427833748973,0.438355545072,0.434355247159,0.923696117
20,0.195558876764,0.192149880564,0.196754144441,0.436573311367,0.45615813482,0.436739659367,0.163027108434,0.176515732924,0.168761220826,0.40310078376,0.423836340763,0.409123112018,1.762174765
30,0.193299513775,0.19052182661,0.19533352848,0.446331263465,0.457678661936,0.445660989457,0.164786847639,0.178187403994,0.171012734991,0.408203821922,0.426075205409,0.414401422958,2.564841413
40,0.193247731687,0.190573814173,0.195241606388,0.443543277151,0.456664977192,0.446472019465,0.164096706644,0.181679389313,0.171220400729,0.40655464651,0.429494437237,0.414881269407,3.367129947
50,0.198448015999,0.195355210325,0.200468297392,0.433912051704,0.449569183984,0.436739659367,0.166137763674,0.182228915663,0.173706127305,0.405541025556,0.427976962692,0.414467998513,4.176126634
60,0.196698208079,0.193826970105,0.19880932972,0.439614750982,0.453117080588,0.44403892944,0.163450624291,0.179467680608,0.174593618302,0.404565346319,0.426056531824,0.417717639256,4.961553756
70,0.190045932788,0.187689220297,0.192681998435,0.460524648334,0.469336036493,0.461881589619,0.168067226891,0.181391712275,0.179344465059,0.41626508613,0.432969689822,0.428274261137,5.747587403
80,0.188038760402,0.186176807008,0.190364961379,0.469902420479,0.477952356817,0.47201946472,0.165236479745,0.178628389155,0.176991150442,0.416459706265,0.432707276802,0.428927455256,6.535698365
90,0.190918379516,0.188685627894,0.192999690435,0.461285008237,0.466801824633,0.463909164639,0.16368286445,0.175548589342,0.174781523096,0.412031330772,0.426112552581,0.424128990765,7.339654691
100,0.189759288912,0.187597244855,0.191101925305,0.462805728045,0.470349721237,0.463909164639,0.161755981807,0.173913043478,0.171679197995,0.410589115762,0.425531705783,0.420922058868,8.825207559
110,0.189000262097,0.186792187901,0.190341452288,0.464326447852,0.468829194121,0.465936739659,0.163136012671,0.169572107765,0.173258003766,0.412492279659,0.420613672996,0.42319065229,10.293931881
120,0.190985449328,0.188699633291,0.191909508707,0.464072994551,0.466801824633,0.469180859692,0.159745678522,0.171653543307,0.175173282924,0.408996975714,0.42209380037,0.426179015385,11.738011189
130,0.192472428065,0.190288942812,0.193369722073,0.459257381827,0.462747085656,0.467153284672,0.160204684117,0.170579029734,0.17358490566,0.407821089455,0.419695718835,0.423910421963,13.206443562
