iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,bal_trg,bal_val,bal_tst,elapsed
0,0.0900930274412,0.0845041738803,0.0928251940212,0.811304017235,0.822605169792,0.806163828062,0.353452019106,0.396551724138,0.336111111111,0.616066966517,0.640562959468,0.606313623619,0.645222923
10,0.0489036678046,0.0552286083965,0.0539441763968,0.890381447218,0.878357830715,0.877534468775,0.574520413182,0.527559055118,0.531055900621,0.722056784875,0.69898867791,0.701988976093,5.934685396
20,0.0425138798814,0.0563462169607,0.0563957465306,0.891775440375,0.86467308667,0.868613138686,0.636286201022,0.548223350254,0.538461538462,0.777411048775,0.728403506703,0.715952256534,11.626928048
30,0.0360222469625,0.0545787619154,0.0557763351006,0.904067925485,0.87227572225,0.863341443633,0.667836770513,0.559440559441,0.521985815603,0.789365943564,0.73022074144,0.70748836812,16.402246786
40,0.0315209864995,0.0537218878516,0.0540312302564,0.916740590546,0.871262037506,0.86699107867,0.713475795901,0.560553633218,0.535410764873,0.815930855211,0.732300389197,0.714992563636,21.146608231
50,0.0284846673196,0.0533574007477,0.052644169032,0.922950196426,0.869234668018,0.86901865369,0.733099209833,0.556701030928,0.533910533911,0.825291162772,0.731101348429,0.711916270563,26.142346611
60,0.0261985673132,0.0533881083043,0.052388533085,0.929159802306,0.871262037506,0.873073803731,0.75514673675,0.557491289199,0.553495007133,0.837996849241,0.729621221056,0.7239362985,31.092928813
70,0.0243497686435,0.0536309684392,0.0528569134091,0.934862501584,0.866700456158,0.870235198702,0.775545851528,0.545768566494,0.549295774648,0.850068147744,0.724244211188,0.723325813227,35.955715092
80,0.0229267265076,0.0538923723482,0.0527101197427,0.9381573945,0.867714140902,0.869829683698,0.787641427328,0.544502617801,0.547249647391,0.857704317374,0.722164563431,0.722016912703,40.910247312
90,0.0219125438857,0.0540406435729,0.0528482832759,0.941579014067,0.865686771414,0.868613138686,0.799652325076,0.535901926445,0.544943820225,0.864746373742,0.716946770452,0.721297143029,45.968844858
100,0.0211258371043,0.0542731277305,0.0526901688035,0.94233937397,0.866700456158,0.87104622871,0.801569995639,0.537785588752,0.553370786517,0.864861610964,0.717546290836,0.725943614274,49.789995198
110,0.0204186123661,0.0537007676584,0.0523052699002,0.945254086934,0.870755195134,0.87104622871,0.810026385224,0.543828264758,0.543103448276,0.867254824676,0.718604788301,0.717391795882,52.210279747
120,0.0196694454185,0.0534002418468,0.0523237798397,0.947154986694,0.870248352762,0.872262773723,0.816864295125,0.539568345324,0.54806312769,0.871390103474,0.715625859968,0.720249520154,56.963095003
130,0.0189428893259,0.0538946938288,0.0526800010441,0.949689519706,0.868727825646,0.872668288727,0.828361435365,0.549565217391,0.560224089636,0.88225641479,0.725443251956,0.730110239069,61.624751275
140,0.0182421963408,0.0531591782813,0.0522743257027,0.951970599417,0.870248352762,0.873884833739,0.835432045158,0.549295774648,0.551226551227,0.884943891691,0.72366336439,0.721209213052,66.719083757
150,0.0177389235628,0.0527224378776,0.0522436804856,0.953618045875,0.871768879878,0.872668288727,0.840869565217,0.553791887125,0.551428571429,0.887591093888,0.725902229036,0.722627397976,71.830095298
160,0.0173138715085,0.0523115362497,0.0520934180724,0.953998225827,0.873796249366,0.873073803731,0.841553906591,0.557726465364,0.548340548341,0.886812367772,0.727101269804,0.719660389304,76.967633744
170,0.0168415799775,0.052335891339,0.0521825432034,0.955265492333,0.875316776483,0.874695863747,0.846053205408,0.562277580071,0.556671449067,0.889569220304,0.72934013445,0.724895991398,82.0495248
180,0.0163719107849,0.0521782948202,0.0521587207199,0.956152578887,0.87480993411,0.875101378751,0.849434290688,0.562831858407,0.558739255014,0.89210118528,0.730379958328,0.726204891921,86.955508191
190,0.0159958390184,0.0519206446547,0.05226095397,0.957039665442,0.873796249366,0.873884833739,0.852928416486,0.560846560847,0.557610241821,0.894967688146,0.729780437945,0.726554099547,91.994957067
200,0.015597317706,0.0516912326193,0.0525843478417,0.9586871119,0.873796249366,0.872262773723,0.858629661752,0.560846560847,0.549356223176,0.898283966125,0.729780437945,0.721318497453,97.001681615
210,0.015211384544,0.0516562658014,0.0526457603612,0.959700925105,0.875823618855,0.86901865369,0.861979166667,0.566371681416,0.535251798561,0.899887279947,0.732319062783,0.712985247862,102.097720627
220,0.014865226896,0.05168344692,0.0527684083139,0.960334558358,0.875316776483,0.871451743715,0.864794816415,0.565371024735,0.546494992847,0.902938395667,0.732019302591,0.719769673704,107.234390252
230,0.0144271593064,0.0520145069683,0.0530863498754,0.962108731466,0.873289406994,0.873073803731,0.871618720481,0.565972222222,0.552217453505,0.9086714014,0.734839014035,0.722867321201,112.528370698
240,0.0141982920314,0.0520664653441,0.0531003322513,0.962995818021,0.873289406994,0.873884833739,0.874678111588,0.567474048443,0.555078683834,0.910534290594,0.736178598105,0.724416144949,117.536125584
250,0.0139593608047,0.0522427474908,0.0531023358614,0.963122544671,0.871262037506,0.875101378751,0.875267895414,0.562068965517,0.56,0.911278328895,0.733639973267,0.72727386922,122.572312064
260,0.0136896676304,0.0524630505317,0.0533441775957,0.963375997972,0.87227572225,0.873479318735,0.876337184424,0.565517241379,0.556818181818,0.912431867604,0.735579077721,0.726314176322,127.678196104
270,0.0134681613684,0.0522241357187,0.0534303287405,0.964389811177,0.871768879878,0.873073803731,0.879139784946,0.556917688266,0.553495007133,0.912362491973,0.728581397177,0.7239362985,132.727627876
