iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,bal_trg,bal_val,bal_tst,elapsed
0,0.093365335306,0.0949073634269,0.0905937525242,0.791027753136,0.790167257983,0.799270072993,0.029429075927,0.0189573459716,0.0499040307102,0.476279489248,0.472684475371,0.486785380511,4.694747193
10,0.0766046334921,0.0766103783492,0.0764128169746,0.845140032949,0.844906234161,0.845093268451,0,0,0,0.499925037481,0.499700239808,0.5,44.48626688
20,0.073609361583,0.0709815315539,0.0725580479464,0.842605499937,0.843892549417,0.843471208435,0.0189573459716,0.0375,0.015306122449,0.502440241796,0.507138223847,0.502247238999,79.245851652
30,0.0727011538416,0.0714624910778,0.071926377355,0.839817513623,0.840344652813,0.840632603406,0.0351145038168,0.0425531914894,0.0530120481928,0.504470983182,0.506379486575,0.509119594819,123.096033346
40,0.0739209169694,0.0717377503558,0.0727289431343,0.842732226587,0.844399391789,0.845093268451,0.0127287191726,0.0253968253968,0.0304568527919,0.501177052751,0.504758815898,0.506413863794,166.615307897
50,0.0766537059355,0.0767368656808,0.0764348035452,0.845013306298,0.845413076533,0.845093268451,0.00163265306122,0,0,0.500184612853,0.5,0.5,199.484976701
60,0.0773499887393,0.0763703065581,0.0765867130474,0.835888987454,0.837303598581,0.838199513382,0.00918133129304,0.0061919504644,0.029197080292,0.496460000958,0.496543421001,0.502335168976,236.926730452
70,0.0756083344167,0.0738239367454,0.0742786972939,0.840958053479,0.843385707045,0.843876723439,0.0202966432475,0.0190476190476,0.0203562340967,0.501800266943,0.502819711444,0.503556139522,276.70593165
80,0.0702723357533,0.0693830565254,0.0692186204126,0.823596502344,0.827673593512,0.815490673155,0.3203125,0.348659003831,0.274322169059,0.596909837465,0.611410543696,0.57441765232,311.477493852
90,0.0759089778488,0.0747319086089,0.0747039749994,0.844379673045,0.845413076533,0.844687753447,0.00162601626016,0,0,0.49980980026,0.5,0.499760076775,348.777436605
100,0.0756322000484,0.0753379701458,0.0755560588772,0.844759852997,0.844906234161,0.845093268451,0,0,0,0.499700149925,0.499700239808,0.5,388.260428423
