activation,alpha,batch_size,beta_1,beta_2,early_stopping,epsilon,hidden_layer_sizes,learning_rate,learning_rate_init,max_iter,momentum,nesterovs_momentum,power_t,random_state,shuffle,solver,tol,validation_fraction,verbose,warm_start
logistic,1e-06,auto,0.9,0.999,True,1e-08,"(56, 56)",constant,0.032,3000,0.9,True,0.5,457844509,True,adam,0.0001,0.1,False,False
