iterations,fitness,time,fevals
0,0.0378588580876,0.00284464300057,713
10,0.0448271513781,0.0055317280021,1338
20,0.0511196583697,0.00817938400178,1965
30,0.0561210891294,0.0107037430007,2593
40,0.059181953109,0.0131726970012,3221
50,0.0618183551037,0.0155487240027,3842
60,0.0652571826004,0.0179551150031,4471
70,0.0722145501349,0.0202673130025,5085
80,0.0704306045141,0.0225393670025,5721
90,0.0753654396591,0.0247278600018,6346
100,0.0746885174576,0.0269424770013,6980
110,0.0774714477011,0.029162623001,7615
120,0.0809578336196,0.031293512,8243
130,0.0799970360539,0.0334162620002,8860
140,0.0758834891851,0.0355165170004,9493
150,0.0782270398305,0.0377389269997,10127
160,0.0800444829269,0.0398757719995,10762
170,0.0820569843623,0.0420373150009,11391
180,0.0805945139103,0.0441523170011,12022
190,0.071060870674,0.0463265310009,12657
200,0.0778943160135,0.0484864320024,13292
210,0.0823710481316,0.0506195870021,13924
220,0.085469733076,0.0527563450014,14543
230,0.0792988434862,0.0549049220008,15181
240,0.0849178226035,0.0569831370012,15805
250,0.0809673241097,0.0591055470013,16430
260,0.0829707712938,0.0612211670013,17047
270,0.0768547335167,0.0633485150011,17669
280,0.0859672292713,0.0654340940018,18288
290,0.0771288553614,0.0675569170016,18919
300,0.0912095380711,0.0696540750014,19563
310,0.0884190550495,0.0717530840011,20198
320,0.0842554893081,0.0738461080018,20816
330,0.0923109578756,0.075878241003,21443
340,0.0828696242014,0.0779871490031,22073
350,0.088923323601,0.0800186910037,22705
360,0.0854403059619,0.0820425670026,23324
370,0.0831076418824,0.0840786920035,23952
380,0.0877308446986,0.0861191530039,24577
390,0.0888353611761,0.0880219330029,25201
400,0.0992138262934,0.0900151020032,25828
410,0.0798309190631,0.0920342210029,26464
420,0.0804125177371,0.0941321190021,27101
430,0.0785725616559,0.096238113003,27733
440,0.0898238459186,0.0983605600031,28366
450,0.0780299363514,0.100411887004,28985
460,0.0829415615928,0.102513236003,29607
470,0.0801959485692,0.104559785002,30239
480,0.0817639922945,0.106637055002,30871
490,0.0891387589929,0.108736219001,31503
500,0.083655193437,0.110767861001,32123
510,0.0930826256938,0.112723457001,32758
520,0.0950514654638,0.114623782001,33384
530,0.0989675623517,0.116526908001,34005
540,0.0980847139617,0.118348793001,34629
550,0.104283516608,0.120160921002,35250
560,0.103548112489,0.121947918002,35883
570,0.0993924390544,0.123768499003,36507
580,0.106257807513,0.125559880003,37130
