iterations,fitness,time,fevals
0,559.0,7.695052312,1000
10,584.0,15.18670976,2100
20,643.0,22.296126719,3200
30,671.0,29.052703855,4300
40,696.0,35.150441812,5400
50,721.0,40.961466754,6500
60,743.0,46.644256097,7600
70,751.0,52.280751577,8700
80,755.0,57.587420899,9800
90,759.0,62.911589658,10900
100,759.0,68.121094459,12000
110,759.0,73.26899859,13100
120,757.0,78.571761332,14200
130,759.0,83.657580167,15300
140,761.0,88.975893981,16400
150,759.0,94.175823002,17500
160,763.0,99.358349548,18600
170,761.0,104.594394552,19700
180,767.0,109.781484696,20800
190,765.0,115.055031639,21900
200,765.0,120.271676562,23000
210,767.0,125.452607183,24100
220,767.0,130.702296361,25200
230,767.0,135.824708106,26300
240,769.0,140.948476777,27400
250,771.0,146.230170059,28500
260,769.0,151.435357051,29600
270,773.0,156.492269096,30700
280,775.0,161.686204668,31800
290,773.0,166.961080401,32900
300,777.0,172.047479065,34000
310,769.0,177.209126704,35100
320,777.0,182.422839384,36200
330,775.0,187.664754967,37300
340,775.0,192.783578136,38400
350,777.0,197.913685339,39500
360,775.0,203.100425843,40600
370,777.0,208.338373518,41700
380,773.0,213.36763233,42800
390,773.0,218.591169603,43900
400,777.0,223.751145581,45000
410,777.0,228.963234736,46100
420,777.0,234.103886271,47200
430,779.0,239.291546711,48300
440,777.0,244.462376453,49400
450,777.0,249.625638667,50500
460,777.0,254.719587458,51600
470,777.0,259.853897744,52700
480,777.0,265.087830988,53800
490,773.0,270.178515766,54900
500,777.0,275.375182018,56000
510,777.0,280.568217975,57100
520,779.0,285.819415699,58200
530,779.0,291.056682224,59300
540,779.0,296.280461443,60400
550,779.0,301.309400687,61500
560,777.0,306.422982573,62600
570,777.0,311.766608118,63700
580,779.0,316.891278175,64800
590,777.0,321.950843441,65900
600,779.0,327.268266049,67000
610,779.0,332.301207026,68100
620,779.0,337.383601265,69200
630,777.0,342.671371423,70300
640,777.0,347.706237573,71400
650,781.0,352.906730762,72500
660,779.0,358.007410473,73600
670,779.0,363.152033829,74700
680,779.0,368.343652746,75800
690,779.0,373.394031336,76900
700,775.0,378.637092789,78000
710,777.0,383.805080291,79100
720,779.0,388.929486091,80200
730,779.0,394.21354175,81300
740,779.0,399.172256814,82400
750,779.0,404.258539214,83500
760,777.0,409.532093769,84600
770,781.0,414.609367183,85700
780,783.0,419.817157789,86800
790,777.0,424.920405148,87900
800,779.0,430.12671325,89000
810,783.0,435.287829458,90100
820,783.0,440.440719316,91200
830,781.0,445.540280327,92300
840,779.0,450.820809789,93400
850,783.0,456.007314818,94500
860,781.0,461.240146665,95600
870,781.0,466.364956541,96700
880,781.0,471.615006818,97800
890,779.0,476.739540364,98900
900,783.0,481.883712653,100000
910,783.0,487.14250328,101100
920,777.0,492.271325944,102200
930,779.0,497.470526822,103300
940,785.0,502.617160094,104400
950,781.0,507.901670166,105500
960,781.0,513.139487733,106600
970,781.0,518.219870483,107700
980,779.0,523.479841341,108800
990,779.0,528.780127772,109900
1000,779.0,533.942745137,111000
1010,781.0,539.129580028,112100
1020,779.0,544.236702342,113200
1030,781.0,549.422110644,114300
1040,781.0,554.508229947,115400
1050,779.0,559.757361542,116500
1060,779.0,564.761773711,117600
1070,781.0,570.026074781,118700
1080,781.0,575.199041597,119800
1090,781.0,580.308777747,120900
1100,787.0,585.399879214,122000
1110,781.0,590.570159111,123100
1120,785.0,595.73848494,124200
1130,777.0,600.801970296,125300
1140,781.0,605.906542508,126400
1150,781.0,611.170583735,127500
1160,781.0,616.37859488,128600
1170,781.0,621.664536286,129700
1180,781.0,626.722779081,130800
1190,781.0,631.902927374,131900
1200,783.0,636.997966989,133000
1210,783.0,642.076921734,134100
1220,783.0,647.274641686,135200
1230,781.0,652.327807003,136300
1240,785.0,657.38658314,137400
1250,779.0,662.584935332,138500
1260,783.0,667.59799053,139600
1270,783.0,672.868121312,140700
1280,783.0,677.826935134,141800
1290,783.0,682.93980493,142900
1300,783.0,687.974580953,144000
1310,783.0,693.113658803,145100
1320,781.0,698.253330989,146200
1330,783.0,703.512874583,147300
1340,783.0,708.620251505,148400
1350,787.0,713.878655098,149500
1360,785.0,719.036536947,150600
1370,785.0,724.054081715,151700
1380,785.0,729.106799266,152800
1390,787.0,734.30709613,153900
1400,785.0,739.423195353,155000
1410,787.0,744.538234857,156100
1420,785.0,749.834332855,157200
1430,789.0,754.901974041,158300
1440,785.0,759.969479319,159400
1450,789.0,765.201643833,160500
1460,785.0,770.286724708,161600
1470,783.0,775.562230739,162700
1480,783.0,780.772194169,163800
1490,787.0,785.886982169,164900
1500,785.0,791.042787581,166000
1510,787.0,796.152914672,167100
1520,787.0,801.331467005,168200
1530,787.0,806.451506133,169300
